TyreLife,CompoundEnc,RaceLapPct,Stint,FuelLoad,IsWarmup,TrackTemp,AirTemp,CircuitThrottlePct,CircuitBrakePct,CircuitAvgSpeed,Driver,Team,LapTimeSec,Compound,Circuit,Year,LapNumber,TyreLife
8.0,0,0.08771929824561403,1.0,102.5,0,28.7,23.8,55.587845728589876,22.0863258667762,198.487162145791,SAI,Ferrari,99.101,SOFT,Bahrain Grand Prix,2022,5.0,8.0
7.0,0,0.08771929824561403,1.0,102.5,0,28.7,23.8,55.587845728589876,22.0863258667762,198.487162145791,HAM,Mercedes,98.923,SOFT,Bahrain Grand Prix,2022,5.0,7.0
8.0,0,0.08771929824561403,1.0,102.5,0,28.7,23.8,55.587845728589876,22.0863258667762,198.487162145791,PER,Red Bull Racing,98.861,SOFT,Bahrain Grand Prix,2022,5.0,8.0
5.0,0,0.08771929824561403,1.0,102.5,0,28.7,23.8,55.587845728589876,22.0863258667762,198.487162145791,MAG,Haas F1 Team,101.169,SOFT,Bahrain Grand Prix,2022,5.0,5.0
8.0,0,0.08771929824561403,1.0,102.5,0,28.7,23.8,55.587845728589876,22.0863258667762,198.487162145791,RUS,Mercedes,99.041,SOFT,Bahrain Grand Prix,2022,5.0,8.0
8.0,0,0.08771929824561403,1.0,102.5,0,28.7,23.8,55.587845728589876,22.0863258667762,198.487162145791,GAS,AlphaTauri,100.249,SOFT,Bahrain Grand Prix,2022,5.0,8.0
8.0,0,0.08771929824561403,1.0,102.5,0,28.7,23.8,55.587845728589876,22.0863258667762,198.487162145791,ALO,Alpine,100.465,SOFT,Bahrain Grand Prix,2022,5.0,8.0
5.0,0,0.08771929824561403,1.0,102.5,0,28.7,23.8,55.587845728589876,22.0863258667762,198.487162145791,OCO,Alpine,100.483,SOFT,Bahrain Grand Prix,2022,5.0,5.0
5.0,0,0.08771929824561403,1.0,102.5,0,28.7,23.8,55.587845728589876,22.0863258667762,198.487162145791,ALB,Williams,102.303,SOFT,Bahrain Grand Prix,2022,5.0,5.0
5.0,0,0.08771929824561403,1.0,102.5,0,28.7,23.8,55.587845728589876,22.0863258667762,198.487162145791,TSU,AlphaTauri,100.363,SOFT,Bahrain Grand Prix,2022,5.0,5.0
5.0,0,0.08771929824561403,1.0,102.5,0,28.7,23.8,55.587845728589876,22.0863258667762,198.487162145791,MSC,Haas F1 Team,102.049,SOFT,Bahrain Grand Prix,2022,5.0,5.0
8.0,0,0.08771929824561403,1.0,102.5,0,28.7,23.8,55.587845728589876,22.0863258667762,198.487162145791,BOT,Alfa Romeo,101.817,SOFT,Bahrain Grand Prix,2022,5.0,8.0
5.0,0,0.08771929824561403,1.0,102.5,0,28.7,23.8,55.587845728589876,22.0863258667762,198.487162145791,HUL,Aston Martin,102.49,SOFT,Bahrain Grand Prix,2022,5.0,5.0
5.0,0,0.08771929824561403,1.0,102.5,0,28.7,23.8,55.587845728589876,22.0863258667762,198.487162145791,ZHO,Alfa Romeo,101.574,SOFT,Bahrain Grand Prix,2022,5.0,5.0
5.0,0,0.08771929824561403,1.0,102.5,0,28.7,23.8,55.587845728589876,22.0863258667762,198.487162145791,STR,Aston Martin,101.715,SOFT,Bahrain Grand Prix,2022,5.0,5.0
5.0,1,0.08771929824561403,1.0,102.5,0,28.7,23.8,55.587845728589876,22.0863258667762,198.487162145791,NOR,McLaren,101.713,MEDIUM,Bahrain Grand Prix,2022,5.0,5.0
5.0,0,0.08771929824561403,1.0,102.5,0,28.7,23.8,55.587845728589876,22.0863258667762,198.487162145791,LAT,Williams,101.678,SOFT,Bahrain Grand Prix,2022,5.0,5.0
5.0,1,0.08771929824561403,1.0,102.5,0,28.7,23.8,55.587845728589876,22.0863258667762,198.487162145791,RIC,McLaren,101.818,MEDIUM,Bahrain Grand Prix,2022,5.0,5.0
6.0,0,0.10526315789473684,1.0,101.0,0,28.3,23.7,55.587845728589876,22.0863258667762,198.487162145791,LEC,Ferrari,98.712,SOFT,Bahrain Grand Prix,2022,6.0,6.0
9.0,0,0.10526315789473684,1.0,101.0,0,28.3,23.7,55.587845728589876,22.0863258667762,198.487162145791,VER,Red Bull Racing,98.94,SOFT,Bahrain Grand Prix,2022,6.0,9.0
9.0,0,0.10526315789473684,1.0,101.0,0,28.3,23.7,55.587845728589876,22.0863258667762,198.487162145791,SAI,Ferrari,99.594,SOFT,Bahrain Grand Prix,2022,6.0,9.0
8.0,0,0.10526315789473684,1.0,101.0,0,28.3,23.7,55.587845728589876,22.0863258667762,198.487162145791,HAM,Mercedes,99.707,SOFT,Bahrain Grand Prix,2022,6.0,8.0
9.0,0,0.10526315789473684,1.0,101.0,0,28.3,23.7,55.587845728589876,22.0863258667762,198.487162145791,PER,Red Bull Racing,99.218,SOFT,Bahrain Grand Prix,2022,6.0,9.0
9.0,0,0.10526315789473684,1.0,101.0,0,28.3,23.7,55.587845728589876,22.0863258667762,198.487162145791,RUS,Mercedes,99.605,SOFT,Bahrain Grand Prix,2022,6.0,9.0
6.0,0,0.10526315789473684,1.0,101.0,0,28.3,23.7,55.587845728589876,22.0863258667762,198.487162145791,MAG,Haas F1 Team,100.338,SOFT,Bahrain Grand Prix,2022,6.0,6.0
9.0,0,0.10526315789473684,1.0,101.0,0,28.3,23.7,55.587845728589876,22.0863258667762,198.487162145791,GAS,AlphaTauri,100.474,SOFT,Bahrain Grand Prix,2022,6.0,9.0
